file,emotion,text
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M028.wav,e1,LET'S PITY THE POOR PHILOSOPHERS HUH  LET'S ENJOY THE PARTY FOR AS LONG AS WE CAN  OKAY  LET'S  BLOW TRUMPETS AND SQUEAKERS AND . SIT LIKE SMALL . IDIOTIC SCHOOL CHILDREN . {LG} .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M029.wav,e1,COME HERE DARLING . KISS ME .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M030.wav,e1,BEFORE YOUR BODY ROTS AND WORMS POP OUT OF YOUR EYE SOCKETS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M031.wav,e1,SEE  YOU KNOW I DON'T CARE WHAT YOU DO  YOU COULD PAINT YOURSELF GREEN AND RUN NAKED TO THE PLACE VENDOME .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M033.wav,e1,DO YOU REMEMBER THAT ROW WE DID HAVE IN VENICE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M037.wav,e1,BUT YOU KNOW IT WASN'T AS BAD AS THE ONE WE HAD IN . CANNES MMHMM . WHERE YOUR CURLING IRONS BURNT A HOLE IN MY DRESSING GOWN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M039.wav,e1,I . WILL NEVER FORGET THE LOOK ON HIS FACE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M040.wav,e1,OH .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M041.wav,e1,WE WERE VERY MUCH YOUNGER THEN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F006.wav,e0,WELL WHAT OF IT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F010.wav,e0,NO THANK YOU .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F011.wav,e2,I DON'T SEE WHY YOU WANT ANY YOU ALREADY HAD TWO GLASSES .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F015.wav,e2,DON'T BE STUPID WHAT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F017.wav,e2,WELL IT'S A WOMAN'S DUTY TO ALLURE THE MAN  WATCH ME A MINUTE WILL YOU .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F022.wav,e2,THEY STING .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F023.wav,e2,I DON'T CARE  I DON'T CARE DO YOU UNDERSTAND I DON'T MIND IF THEY BARK . AND THEY ROLL ABOUT LIKE HOOPS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F024.wav,e2,YES I DID QUITE A LOT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F025.wav,e2,OH MIND YOU OWN BUSINESS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F026.wav,e2,YOU'RE QUITE INSUFFERABLE I EXPECT IT'S BECAUSE YOU'RE . DRUNK .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F027.wav,e2,YOU ALWAYS HAD A WEAK . HEAD .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F028.wav,e2,ON THE CONTRARY . A CHILD TWO COULD GET VIOLENTLY DRUNK ON ONLY ONE GLASS OF BRANDY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F029.wav,e2,SHUT UP .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F030.wav,e2,NOT VERY FUNNY DARLING WHY DON'T YOU HAVE SOME MORE BRANDY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F031.wav,e2,WHY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F033.wav,e2,THEY ARE AWAY IN TUNIS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F034.wav,e2,TURN IT ON AGAIN PLEASE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F035.wav,e2,VERY WELL IF YOU INSIST ON BEING BOORISH AND IDIOTIC .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F036.wav,e2,I WON'T .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F037.wav,e2,STOP IT NO . GO AWAY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F038.wav,e2,LISTEN OH I'M SICK AND TIRED OF LISTENING TO YOU YOU DAMN  SADISTIC BULLY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F039.wav,e2,OH YOU'RE . CRUEL YOU'RE  YOU'RE  I HATE YOU I HATE YOU GO AWAY . YOU'RE CONCEITED YOU'RE  OVERBEARING YOU'RE UTTERLY IMPOSSIBLE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F040.wav,e2,THIS IS THE  END DO YOU HEAR ME  FINALLY AND FOREVER .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F041.wav,e2,OH YES I AM . OH . YES I  AM LET GO . OF  ME YOU LET GO YOU URGH YOU'RE A CRUEL FRIEND I LOATHE AND I HATE YOU MARRY YOU AGAIN HA NEVER NEVER NEVER NEVER I HOPE YOU DIE  IN TORMENT . YOU BEAST .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M012.wav,e0,I'LL HAVE A LITTLE . I THINK .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M013.wav,e0,OH YOU KNOW NO . PARTICULAR REASON . BESIDES THEY ARE VERY  SMALL GLASSES .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M018.wav,e0,ARE YOU GOING OUT SOMEWHERE DEAR .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M022.wav,e2,YOU KNOW IT'S A PITY YOU DIDN'T HAVE ANY MORE BRANDY IT WOULD HAVE MADE YOU JUST A LITTLE LESS DISAGREEABLE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M023.wav,e2,YOU KNOW WHAT  YOU SNAP . YOU SNAP YOU SNAP YOU'RE LIKE A LITTLE ADDER .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M024.wav,e2,NONSENSE . THEY HAVE A BAG OF VENOM BEHIND OF FANGS  AND THEY SNAP .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M025.wav,e2,DID YOU SEE MUCH OF PETER BURDEN AFTER OUR DIVORCE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M026.wav,e2,I . SUPPOSE YOU LET HIM JUST KISS YOU OR GOOD DEAL MORE THAN TOO .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M027.wav,e2,I SUPPOSE YOU TWO HAD A RIOTOUS TIME HUH NO RESTRAIN AT ALL VERY ENJOYABLE  HE NEVER HAD MUCH ANY HOW .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M028.wav,e2,I AM NOT IN THE LEAST BIT DRUNK .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M029.wav,e2,I THINK I TOLD YOU ONCE BEFORE THAT I HAD THREE . MINUTE . LIQUOR GLASSES . THE WHOLE EVENING LONG A . CHILD OF TWO CANNOT GET DRUNK ON THAT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M030.wav,e2,OH VERY VERY INTERESTING AMANDA  HOW ABOUT THE CHILD OF UH  FOUR . SIX . OR MAYBE NINE . YOU KNOW WE COULD WORK UP A . SPLENDID LITTLE DEBATE ABOUT IT YOU KNOW  INTEMPERATE TOTS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M031.wav,e2,THAT'S A VERY GOOD IDEA I THINK I WILL .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M032.wav,e2,WOULD YOU UH TURN THAT OFF PLEASE YOU'RE GOING . TO WAKE THE PEOPLE UPSTAIRS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M033.wav,e2,WELL THEN YOU'LL WAKE THE PEOPLE DOWNSTAIRS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M034.wav,e2,THIS IS NO TIME A YEAR FOR TUNIS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M035.wav,e2,I WILL DO NO SUCH THING .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M036.wav,e2,TURN IT OFF . IT'S DRIVING ME MAD .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M037.wav,e2,TURN  IT . OFF .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M038.wav,e2,AMANDA LISTEN  LISTEN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M039.wav,e2,THAT'S VERY AMUSING INDEED .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M040.wav,e2,YOU  YOU'RE AN EVIL MINDED  SELF CENTERED LITTLE WENCH AND I NEVER WANT TO SEE YOU AGAIN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M041.wav,e2,YOU'RE NOT GOING LIKE THIS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M042.wav,e2,NO YOU'RE NOT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M043.wav,e2,SHUT UP SHUT UP I . WOULDN'T . MARRY . YOU AGAIN IF YOU CAME  CRAWLING BACK TO ME ON A BENDED  KNEE  YOU ARE AN EVIL TEMPERED LITTLE VAMPIRE . AND I NEVER WANT TO . SEE YOU AGAIN AS LONG . AS I LIVE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F000.wav,e0,HI EXCUSE ME UM I'D LIKE TO PUT IN THIS APPLICATION FOR MY REGISTRATION .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F018.wav,e2,WELL WHY DIDN'T THE D M V PUT THAT YOU NEEDED YOUR BIRTH CERTIFICATE ON THE APPLICATION THEN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F019.wav,e2,YEAH BUT YOUR BIRTH CERTIFICATE I MEAN WHO CARRIES AROUND THEIR BIRTH CERTIFICATE NOBODY DOES . THAT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F020.wav,e2,WITH YOUR DRIVER'S LICENSE AND YOUR PASSPORT JUST LIKE EVERYBODY ELSE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F021.wav,e2,WHO . YOU ALWAYS USE YOUR DRIVER'S LICENSE I MEAN YOU'RE NOT COMING TO THE D M V IF YOU'RE NOT OVER SIXTEEN AND THAT'S WHEN YOU GET YOUR DRIVER'S LICENSE SO YOU'RE NEVER GONNA NEED IT ANYWAY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M000.wav,e0,HI .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M001.wav,e0,OKAY LET ME SEE  HERE  UM  WE NEED  WE NEED YOUR ORIGINAL BIRTH CERTIFICATE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M002.wav,e0,RIGHT . WELL  WE STILL NEED IT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M004.wav,e0,UM SORRY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M017.wav,e2,OK BUT YOU'RE RIGHT NOW YOU'RE HOLDING UP . MORE PEOPLE IN LINE BY STANDING HERE AND LETTING .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M019.wav,e2,YOU KNOW OFFICIAL DOCUMENTATION .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F000.wav,e3,IT'S ALMOST  TIME FOR ME TO GO .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F001.wav,e3,THERE'S NOTHING I CAN DO I MEAN  THE GOVERNMENT YOU KNOW .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F002.wav,e3,YOU'RE GONNA HAVE  TO  I MEAN YOU'RE A GREAT FATHER YOU CAN DO IT I KNOW YOU CAN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F003.wav,e3,I DON'T THINK SO .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F004.wav,e3,WELL WE CAN DO THE BEST WE CAN AND AND WITH UM . YOU KNOW LIKE . WIRELESS INTERNET . THESE DAYS  I  THINK . THAT . WE COULD . TALK EVERY . ONCE  IN . AWHILE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F005.wav,e3,YOU COULD  SEND ME PICTURES .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F006.wav,e3,THEIR NOT GONNA LET YOU YOU HAVE TO STAY HOME . AND I HAVE TO GO I MEAN THAT'S ALL .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F007.wav,e3,AND  I MEAN MY DAUGHTER  I DON'T WANT TO PUT HER IN DANGER YOU KNOW . SHE HAS TO STAY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F008.wav,e3,I KNOW BUT  SHE NEEDS TO BE SAFE MORE SHE NEEDS TO BE AROUND KIDS HER AGE  OWN AGE SHE NEEDS TO . BE ABLE TO PLAY ON THE STREETS AND .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F009.wav,e3,YOU CAN JUST . REMEMBER IT FOR ME .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F010.wav,e3,WELL I NEED . I NEED YOU TO  BE ABLE TO DO THIS FOR ME CAUSE I CAN'T DO ANYTHING ABOUT IT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F011.wav,e3,I MEAN IT'S JUST AS HARD FOR ME BUT . I KNOW THAT . WE CAN DO IT YOU KNOW .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F012.wav,e3,I DON'T WANT YOU  IN DANGER . AND I DON'T WANT HER IN DANGER .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F013.wav,e3,I HAVE NO CHOICE THERE'S NOTHING I CAN DO .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M007.wav,e3,BUT SHE'S  YOU'RE NOT GONNA YOU'RE NOT GONNA BE HERE FOR FOR . HER FIRST WORDS FOR . HER FIRST STEPS I . MEAN  IT'S SOMETHING THAT YOU'RE SUPPOSED TO BE HERE FOR THAT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M012.wav,e3,ALL RIGHT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F000.wav,e1,OH MY GOD GUESS WHAT GUESS WHAT GUESS WHAT GUESS WHAT GUESS WHAT GUESS WHAT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F001.wav,e1,WELL GUESS . GUESS  GUESS GUESS GUESS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F004.wav,e1,I'M SO  EXCITED .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F009.wav,e1,LIKE ALL THEY HAVE AND I WAS LIKE . WHAT'S GOING ON AND HE LIKE TAKES MY HAND AND PULLS ME INTO THE MIDDLE . AND  HE'S LIKE . YOU . KNOW GET'S ON HIS KNEE AND EVERYTHING AND SAYS WILL YOU MARRY ME AND I . FLIPPED  OUT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F011.wav,e1,CAUSE CAUSE HE WAS WITH ME YOU DIDN'T DO IT DID YOU .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F012.wav,e1,YOU DIDN'T KNOW  ANYTHING .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F013.wav,e1,I WAS JUST IT WAS SO LIKE . I THOUGHT THIS MIGHT HAPPEN EVENTUALLY BUT LIKE NOT . YET . YOU KNOW WHAT I MEAN LIKE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F014.wav,e1,IT IS GOOD IT'S TOTALLY GOOD I MEAN IT LIKE . OH  YOU KNOW .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F015.wav,e1,I KNOW SO  WE'RE GONNA TAKE IT LIKE WE'RE NOT GONNA GET MARRIED RIGHT AWAY CAUSE WE WANT TO LIKE HAVE . PLENTY OF TIME TO PLAN EVERYTHING OUT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F016.wav,e1,AND UM  MY  PARENTS WANT TO LIKE  BE PART OF IT AND HELP OUT AND EVERYTHING SO WE WANT TO GIVE IT LOTS OF TIME TO LIKE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F017.wav,e1,YEAH YEAH I CALLED THEM I CALLED THEM . AND OF COURSE THEY WERE SO EXCITED CAUSE THEY LOVE HIM LIKE  THEY ALWAYS HAVE  UM .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F018.wav,e1,SO YEAH I MEAN IT'LL BE GOOD WE WANNA LIKE . UH I . THINK WE'RE GONNA HAVE IT IN SPRING . TIME LIKE EARLY SPRING SO IT'S NO TOO HOT YET AND UM .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F019.wav,e1,I DON'T KNOW I MEAN I  KINDA LIKE THE IDEA OF HAVING SOMETHING  OUTSIDE BUT . LIKE IS . A YEAH .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F021.wav,e1,YEAH . I DON'T KNOW . {LG} I . MEAN I CAN'T EVEN THE . WHOLE IDEA OF LIKE . LIVING SPENDING MY WHOLE LIFE WITH SOMEBODY . THAT'S . CRAZY .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F023.wav,e1,THANK YOU THANK YOU SO MUCH .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F024.wav,e1,OH YOU WILL YOU'LL FIND JUST THE RIGHT GIRL AND . SHE'LL BE PERFECT FOR YOU AND  EVERYTHING . WILL BE  GREAT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F026.wav,e1,YEAH IT'S  PRETTY  GOOD .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F027.wav,e1,OF COURSE OF COURSE YOU'LL BE ABLE TO BE A PART OF IT YOU CAN COME HELP ME PICK MY . COLORS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F028.wav,e1,IT'S . SO GIRLY I DON'T EVEN KNOW HOW TO LIKE IT'S SO WEIRD BUT . IT'LL BE FUN MY MOM WILL LOVE  TO BE LIKE SHE'LL GET  SO INTO IT I'M  SURE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F029.wav,e1,SHE'LL BE . LIKE . FLOWERS AND THE .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F030.wav,e1,OH THANK . YOU  {LG} .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M001.wav,e0,UM  YOU .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M004.wav,e1,THAT IS GREAT  YOU LOOK . RADIANT I SHOULD'VE GUESS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M005.wav,e1,WELL . TELL ME ABOUT HIM WHAT HAPPENED .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M009.wav,e1,YEAH . I MEAN CANDLES WOULDN'T STAY  NO I DIDN'T I DIDN'T KNOW ANYTHING ABOUT  IT .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M010.wav,e1,NO I'M JUST AS HAPPY  AS YOU ARE THIS IS .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M011.wav,e1,SO I MEAN IT'S GOOD THOUGH .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M012.wav,e1,YEAH I KNOW WOW  I'M SHAKING I  CAN'T EVEN .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M013.wav,e0,OH . DO THEY DO THEY KNOW YET HAVE YOU TOLD THEM OH THAT'S .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M014.wav,e0,THAT'S GREAT YEAH .
/home/hanakawa/test/interspeech21_emotion/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M015.wav,e0,OKAY  YOU KNOW YOU KNOW WHERE OR .
